"1D.pop.Benf" "1D.pop.MAD" "2D.geo.Benf" "2D.geo.MAD" "3D.socgeo.Benf" "3D.socgeo.MAD" "scenario"
"840" "Nonconformity" 0.00232 "Nonconformity" 0.00302 "Acceptable conformity" 0.00163 5
"841" "Nonconformity" 0.00249 "Nonconformity" 0.00303 "Acceptable conformity" 0.00176 5
"842" "Nonconformity" 0.0024 "Nonconformity" 0.00293 "Acceptable conformity" 0.00159 5
"843" "Nonconformity" 0.00234 "Nonconformity" 0.00299 "Acceptable conformity" 0.00174 5
"844" "Nonconformity" 0.00254 "Nonconformity" 0.00293 "Marginally acceptable conformity" 0.00199 5
"845" "Nonconformity" 0.00239 "Nonconformity" 0.00294 "Acceptable conformity" 0.00177 5
"846" "Nonconformity" 0.00245 "Nonconformity" 0.00313 "Acceptable conformity" 0.00165 5
"847" "Nonconformity" 0.00281 "Nonconformity" 0.00301 "Marginally acceptable conformity" 0.00182 5
"848" "Nonconformity" 0.00245 "Nonconformity" 0.003 "Acceptable conformity" 0.00164 5
"849" "Nonconformity" 0.00242 "Nonconformity" 0.00303 "Acceptable conformity" 0.00167 5
"850" "Nonconformity" 0.00274 "Nonconformity" 0.00285 "Acceptable conformity" 0.00178 5
"851" "Nonconformity" 0.00294 "Nonconformity" 0.00291 "Acceptable conformity" 0.00174 5
"852" "Nonconformity" 0.00246 "Nonconformity" 0.00303 "Acceptable conformity" 0.00165 5
"853" "Nonconformity" 0.00229 "Nonconformity" 0.00298 "Acceptable conformity" 0.00162 5
"854" "Nonconformity" 0.0031 "Nonconformity" 0.00299 "Acceptable conformity" 0.0015 5
"855" "Nonconformity" 0.00262 "Nonconformity" 0.00297 "Acceptable conformity" 0.00171 5
"856" "Nonconformity" 0.00253 "Nonconformity" 0.00296 "Acceptable conformity" 0.00159 5
"857" "Nonconformity" 0.00221 "Nonconformity" 0.00294 "Acceptable conformity" 0.00162 5
"858" "Nonconformity" 0.00246 "Nonconformity" 0.00295 "Acceptable conformity" 0.00158 5
"859" "Nonconformity" 0.00252 "Nonconformity" 0.00296 "Acceptable conformity" 0.00169 5
"860" "Nonconformity" 0.0023 "Nonconformity" 0.00295 "Acceptable conformity" 0.00156 5
"861" "Nonconformity" 0.00271 "Nonconformity" 0.00294 "Acceptable conformity" 0.0017 5
"862" "Nonconformity" 0.00237 "Nonconformity" 0.00295 "Acceptable conformity" 0.00156 5
"863" "Nonconformity" 0.00279 "Nonconformity" 0.00294 "Acceptable conformity" 0.00175 5
"864" "Nonconformity" 0.00276 "Nonconformity" 0.00308 "Acceptable conformity" 0.00178 5
"865" "Nonconformity" 0.00268 "Nonconformity" 0.00304 "Acceptable conformity" 0.00164 5
"866" "Nonconformity" 0.00242 "Nonconformity" 0.00294 "Acceptable conformity" 0.00171 5
"867" "Nonconformity" 0.00275 "Nonconformity" 0.00302 "Marginally acceptable conformity" 0.00181 5
"868" "Nonconformity" 0.00245 "Nonconformity" 0.00302 "Acceptable conformity" 0.00156 5
"869" "Nonconformity" 0.00255 "Nonconformity" 0.00294 "Acceptable conformity" 0.00158 5
"870" "Nonconformity" 0.00265 "Nonconformity" 0.00303 "Marginally acceptable conformity" 0.0018 5
"871" "Nonconformity" 0.00257 "Nonconformity" 0.00294 "Marginally acceptable conformity" 0.00195 5
"872" "Nonconformity" 0.00274 "Nonconformity" 0.00303 "Acceptable conformity" 0.00163 5
"873" "Nonconformity" 0.00279 "Nonconformity" 0.0029 "Acceptable conformity" 0.0017 5
"874" "Nonconformity" 0.00245 "Nonconformity" 0.00297 "Acceptable conformity" 0.00179 5
"875" "Marginally acceptable conformity" 0.00209 "Nonconformity" 0.00296 "Marginally acceptable conformity" 0.0018 5
"876" "Nonconformity" 0.00243 "Nonconformity" 0.00297 "Acceptable conformity" 0.00171 5
"877" "Nonconformity" 0.00269 "Nonconformity" 0.00306 "Acceptable conformity" 0.00165 5
"878" "Nonconformity" 0.00242 "Nonconformity" 0.00307 "Marginally acceptable conformity" 0.00181 5
"879" "Nonconformity" 0.0027 "Nonconformity" 0.00306 "Acceptable conformity" 0.00161 5
"880" "Nonconformity" 0.00244 "Nonconformity" 0.00305 "Acceptable conformity" 0.00163 5
"881" "Nonconformity" 0.00268 "Nonconformity" 0.0029 "Acceptable conformity" 0.00178 5
"882" "Nonconformity" 0.00252 "Nonconformity" 0.00299 "Acceptable conformity" 0.00148 5
"883" "Marginally acceptable conformity" 0.00215 "Nonconformity" 0.00289 "Acceptable conformity" 0.00163 5
"884" "Nonconformity" 0.00271 "Nonconformity" 0.00295 "Acceptable conformity" 0.00171 5
"885" "Nonconformity" 0.00271 "Nonconformity" 0.00291 "Acceptable conformity" 0.00149 5
"886" "Nonconformity" 0.00254 "Nonconformity" 0.00304 "Acceptable conformity" 0.00164 5
"887" "Nonconformity" 0.00279 "Nonconformity" 0.00304 "Marginally acceptable conformity" 0.00186 5
"888" "Nonconformity" 0.00247 "Nonconformity" 0.00303 "Acceptable conformity" 0.00148 5
"889" "Nonconformity" 0.00268 "Nonconformity" 0.00293 "Acceptable conformity" 0.00166 5
"890" "Nonconformity" 0.00261 "Nonconformity" 0.00302 "Marginally acceptable conformity" 0.00195 5
"891" "Nonconformity" 0.0027 "Nonconformity" 0.00287 "Acceptable conformity" 0.0015 5
"892" "Nonconformity" 0.00246 "Nonconformity" 0.00291 "Acceptable conformity" 0.00169 5
"893" "Nonconformity" 0.00246 "Nonconformity" 0.00308 "Acceptable conformity" 0.00169 5
"894" "Nonconformity" 0.00259 "Nonconformity" 0.00293 "Acceptable conformity" 0.00153 5
"895" "Nonconformity" 0.00259 "Nonconformity" 0.00297 "Acceptable conformity" 0.00154 5
"896" "Nonconformity" 0.00222 "Nonconformity" 0.00306 "Acceptable conformity" 0.00176 5
"897" "Nonconformity" 0.00225 "Nonconformity" 0.00292 "Acceptable conformity" 0.00171 5
"898" "Nonconformity" 0.00263 "Nonconformity" 0.00298 "Acceptable conformity" 0.00163 5
"899" "Nonconformity" 0.00244 "Nonconformity" 0.0029 "Acceptable conformity" 0.00154 5
"900" "Nonconformity" 0.00245 "Nonconformity" 0.00306 "Acceptable conformity" 0.00167 5
"901" "Nonconformity" 0.00233 "Nonconformity" 0.00292 "Acceptable conformity" 0.00153 5
"902" "Nonconformity" 0.00234 "Nonconformity" 0.00289 "Acceptable conformity" 0.00176 5
"903" "Nonconformity" 0.00254 "Nonconformity" 0.00297 "Acceptable conformity" 0.0017 5
"904" "Nonconformity" 0.00233 "Nonconformity" 0.00291 "Acceptable conformity" 0.00177 5
"905" "Nonconformity" 0.00253 "Nonconformity" 0.00288 "Acceptable conformity" 0.00153 5
"906" "Nonconformity" 0.00282 "Nonconformity" 0.00305 "Marginally acceptable conformity" 0.00189 5
"907" "Nonconformity" 0.00241 "Nonconformity" 0.00293 "Acceptable conformity" 0.00159 5
"908" "Nonconformity" 0.00258 "Nonconformity" 0.00305 "Acceptable conformity" 0.00151 5
"909" "Nonconformity" 0.0027 "Nonconformity" 0.0029 "Acceptable conformity" 0.00174 5
"910" "Nonconformity" 0.00271 "Nonconformity" 0.00298 "Acceptable conformity" 0.00173 5
"911" "Marginally acceptable conformity" 0.0019 "Nonconformity" 0.00291 "Acceptable conformity" 0.00177 5
"912" "Nonconformity" 0.00269 "Nonconformity" 0.003 "Marginally acceptable conformity" 0.00181 5
"913" "Nonconformity" 0.00251 "Nonconformity" 0.00288 "Marginally acceptable conformity" 0.00185 5
"914" "Nonconformity" 0.00237 "Nonconformity" 0.00301 "Acceptable conformity" 0.00175 5
"915" "Nonconformity" 0.00278 "Nonconformity" 0.00287 "Marginally acceptable conformity" 0.00187 5
"916" "Nonconformity" 0.00259 "Nonconformity" 0.00299 "Acceptable conformity" 0.00157 5
"917" "Nonconformity" 0.00246 "Nonconformity" 0.00294 "Acceptable conformity" 0.00168 5
"918" "Nonconformity" 0.00294 "Nonconformity" 0.00298 "Marginally acceptable conformity" 0.0018 5
"919" "Marginally acceptable conformity" 0.00214 "Nonconformity" 0.00292 "Acceptable conformity" 0.00157 5
"920" "Nonconformity" 0.00249 "Nonconformity" 0.00304 "Acceptable conformity" 0.00167 5
"921" "Nonconformity" 0.00287 "Nonconformity" 0.00302 "Marginally acceptable conformity" 0.00191 5
"922" "Marginally acceptable conformity" 0.00215 "Nonconformity" 0.00296 "Marginally acceptable conformity" 0.00184 5
"923" "Nonconformity" 0.00235 "Nonconformity" 0.00304 "Acceptable conformity" 0.00164 5
"924" "Nonconformity" 0.00257 "Nonconformity" 0.00302 "Acceptable conformity" 0.0018 5
"925" "Nonconformity" 0.00265 "Nonconformity" 0.00293 "Acceptable conformity" 0.00177 5
"926" "Nonconformity" 0.00262 "Nonconformity" 0.00304 "Acceptable conformity" 0.00175 5
"927" "Nonconformity" 0.00274 "Nonconformity" 0.00304 "Acceptable conformity" 0.00163 5
"928" "Nonconformity" 0.00281 "Nonconformity" 0.00297 "Acceptable conformity" 0.00158 5
"929" "Nonconformity" 0.00269 "Nonconformity" 0.00294 "Acceptable conformity" 0.00178 5
"930" "Nonconformity" 0.00272 "Nonconformity" 0.003 "Acceptable conformity" 0.00175 5
"931" "Nonconformity" 0.00247 "Nonconformity" 0.00291 "Acceptable conformity" 0.00153 5
"932" "Nonconformity" 0.00285 "Nonconformity" 0.003 "Marginally acceptable conformity" 0.00187 5
"933" "Nonconformity" 0.00248 "Nonconformity" 0.00289 "Marginally acceptable conformity" 0.0018 5
"934" "Nonconformity" 0.00232 "Nonconformity" 0.0029 "Acceptable conformity" 0.00155 5
"935" "Nonconformity" 0.00248 "Nonconformity" 0.00301 "Acceptable conformity" 0.00166 5
"936" "Nonconformity" 0.00281 "Nonconformity" 0.00293 "Marginally acceptable conformity" 0.00182 5
"937" "Nonconformity" 0.00226 "Nonconformity" 0.00293 "Marginally acceptable conformity" 0.00182 5
"938" "Nonconformity" 0.00233 "Nonconformity" 0.00299 "Acceptable conformity" 0.0017 5
"939" "Nonconformity" 0.00282 "Nonconformity" 0.00305 "Acceptable conformity" 0.00162 5
"940" "Nonconformity" 0.00253 "Nonconformity" 0.00306 "Acceptable conformity" 0.00158 5
"941" "Nonconformity" 0.00259 "Nonconformity" 0.00293 "Acceptable conformity" 0.00176 5
"942" "Nonconformity" 0.0024 "Nonconformity" 0.00296 "Acceptable conformity" 0.00156 5
"943" "Nonconformity" 0.00267 "Nonconformity" 0.00299 "Acceptable conformity" 0.00173 5
"944" "Nonconformity" 0.00257 "Nonconformity" 0.00302 "Acceptable conformity" 0.0016 5
"945" "Nonconformity" 0.00262 "Nonconformity" 0.00307 "Acceptable conformity" 0.00168 5
"946" "Nonconformity" 0.00264 "Nonconformity" 0.00296 "Acceptable conformity" 0.00166 5
"947" "Nonconformity" 0.00255 "Nonconformity" 0.00294 "Acceptable conformity" 0.0017 5
"948" "Nonconformity" 0.00257 "Nonconformity" 0.00302 "Acceptable conformity" 0.00172 5
"949" "Nonconformity" 0.00237 "Nonconformity" 0.00297 "Marginally acceptable conformity" 0.00187 5
"950" "Nonconformity" 0.00248 "Nonconformity" 0.00304 "Acceptable conformity" 0.00167 5
"951" "Nonconformity" 0.00276 "Nonconformity" 0.00295 "Acceptable conformity" 0.00178 5
"952" "Nonconformity" 0.00269 "Nonconformity" 0.0029 "Acceptable conformity" 0.00169 5
"953" "Nonconformity" 0.00276 "Nonconformity" 0.00298 "Marginally acceptable conformity" 0.00188 5
"954" "Nonconformity" 0.00266 "Nonconformity" 0.00302 "Acceptable conformity" 0.00158 5
"955" "Nonconformity" 0.0025 "Nonconformity" 0.00298 "Acceptable conformity" 0.00164 5
"956" "Nonconformity" 0.00251 "Nonconformity" 0.00294 "Marginally acceptable conformity" 0.00181 5
"957" "Nonconformity" 0.00247 "Nonconformity" 0.00298 "Acceptable conformity" 0.00154 5
"958" "Nonconformity" 0.00269 "Nonconformity" 0.00303 "Acceptable conformity" 0.00164 5
"959" "Marginally acceptable conformity" 0.00214 "Nonconformity" 0.00297 "Acceptable conformity" 0.0015 5
"960" "Nonconformity" 0.00232 "Nonconformity" 0.00301 "Acceptable conformity" 0.00168 5
"961" "Nonconformity" 0.00253 "Nonconformity" 0.003 "Acceptable conformity" 0.0018 5
"962" "Marginally acceptable conformity" 0.0021 "Nonconformity" 0.00299 "Acceptable conformity" 0.00156 5
"963" "Nonconformity" 0.00285 "Nonconformity" 0.0029 "Acceptable conformity" 0.00168 5
"964" "Nonconformity" 0.00238 "Nonconformity" 0.00299 "Acceptable conformity" 0.00139 5
"965" "Nonconformity" 0.00253 "Nonconformity" 0.003 "Acceptable conformity" 0.00175 5
"966" "Nonconformity" 0.00287 "Nonconformity" 0.00307 "Acceptable conformity" 0.00175 5
"967" "Nonconformity" 0.00283 "Nonconformity" 0.00305 "Marginally acceptable conformity" 0.00182 5
"968" "Nonconformity" 0.00259 "Nonconformity" 0.00309 "Marginally acceptable conformity" 0.00185 5
"969" "Nonconformity" 0.00232 "Nonconformity" 0.0031 "Acceptable conformity" 0.00169 5
"970" "Nonconformity" 0.00243 "Nonconformity" 0.00289 "Acceptable conformity" 0.00178 5
"971" "Nonconformity" 0.00242 "Nonconformity" 0.00285 "Acceptable conformity" 0.00178 5
"972" "Marginally acceptable conformity" 0.00216 "Nonconformity" 0.00292 "Acceptable conformity" 0.00161 5
"973" "Nonconformity" 0.00221 "Nonconformity" 0.00295 "Acceptable conformity" 0.00154 5
"974" "Nonconformity" 0.00251 "Nonconformity" 0.00309 "Acceptable conformity" 0.00155 5
"975" "Nonconformity" 0.00246 "Nonconformity" 0.00295 "Acceptable conformity" 0.00156 5
"976" "Nonconformity" 0.0026 "Nonconformity" 0.00299 "Marginally acceptable conformity" 0.00181 5
"977" "Nonconformity" 0.00245 "Nonconformity" 0.0029 "Marginally acceptable conformity" 0.00187 5
"978" "Nonconformity" 0.00238 "Nonconformity" 0.0029 "Acceptable conformity" 0.00161 5
"979" "Nonconformity" 0.00251 "Nonconformity" 0.003 "Acceptable conformity" 0.0018 5
"980" "Nonconformity" 0.00252 "Nonconformity" 0.00302 "Acceptable conformity" 0.00164 5
"981" "Nonconformity" 0.00258 "Nonconformity" 0.00285 "Acceptable conformity" 0.00164 5
"982" "Nonconformity" 0.00263 "Nonconformity" 0.00291 "Acceptable conformity" 0.0016 5
"983" "Nonconformity" 0.00238 "Nonconformity" 0.00299 "Acceptable conformity" 0.00149 5
"984" "Nonconformity" 0.00259 "Nonconformity" 0.00292 "Acceptable conformity" 0.00164 5
"985" "Nonconformity" 0.00297 "Nonconformity" 0.00296 "Acceptable conformity" 0.0017 5
"986" "Nonconformity" 0.0027 "Nonconformity" 0.00296 "Acceptable conformity" 0.00157 5
"987" "Nonconformity" 0.00239 "Nonconformity" 0.00303 "Acceptable conformity" 0.00171 5
"988" "Nonconformity" 0.00242 "Nonconformity" 0.0029 "Acceptable conformity" 0.00179 5
"989" "Nonconformity" 0.00249 "Nonconformity" 0.003 "Acceptable conformity" 0.0016 5
"990" "Nonconformity" 0.0028 "Nonconformity" 0.00295 "Acceptable conformity" 0.0017 5
"991" "Nonconformity" 0.00264 "Nonconformity" 0.00299 "Acceptable conformity" 0.00164 5
"992" "Nonconformity" 0.00226 "Nonconformity" 0.00289 "Marginally acceptable conformity" 0.00192 5
"993" "Nonconformity" 0.00251 "Nonconformity" 0.0029 "Acceptable conformity" 0.00157 5
"994" "Nonconformity" 0.00259 "Nonconformity" 0.00299 "Marginally acceptable conformity" 0.00192 5
"995" "Nonconformity" 0.00248 "Nonconformity" 0.00292 "Acceptable conformity" 0.00165 5
"996" "Nonconformity" 0.0026 "Nonconformity" 0.00301 "Marginally acceptable conformity" 0.00195 5
"997" "Marginally acceptable conformity" 0.00212 "Nonconformity" 0.0029 "Acceptable conformity" 0.00163 5
"998" "Nonconformity" 0.00224 "Nonconformity" 0.00298 "Marginally acceptable conformity" 0.00189 5
"999" "Nonconformity" 0.0027 "Nonconformity" 0.00294 "Marginally acceptable conformity" 0.00185 5
"1000" "Nonconformity" 0.00248 "Nonconformity" 0.00291 "Acceptable conformity" 0.00157 5
